Messstellennummer,Decade,Decade_Label,Month,Label,Monatsmittelwert_Pegelstand_m_NHN,q05,q95
5800107,1970,1970 - 1979,01,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.727612903225808,31.64,31.82
5800107,1970,1970 - 1979,02,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.70936170212766,31.63,31.79
5800107,1970,1970 - 1979,03,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.70583870967742,31.66,31.75
5800107,1970,1970 - 1979,04,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.6963,31.6,31.740000000000002
5800107,1970,1970 - 1979,05,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.702129032258064,31.650000000000002,31.740000000000002
5800107,1970,1970 - 1979,06,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.697633333333332,31.66,31.73
5800107,1970,1970 - 1979,07,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.70267741935484,31.66,31.73
5800107,1970,1970 - 1979,08,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.707838709677418,31.66,31.75
5800107,1970,1970 - 1979,09,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.7058,31.67,31.75
5800107,1970,1970 - 1979,10,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.70332258064516,31.650000000000002,31.7555
5800107,1970,1970 - 1979,11,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.703133333333334,31.61,31.76
5800107,1970,1970 - 1979,12,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.71758064516129,31.67,31.76
5800107,1980,1980 - 1989,01,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.72658064516129,31.68,31.825499999999998
5800107,1980,1980 - 1989,02,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.700318021201415,31.650000000000002,31.76
5800107,1980,1980 - 1989,03,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.70190322580645,31.66,31.7655
5800107,1980,1980 - 1989,04,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.701766666666668,31.650000000000002,31.75
5800107,1980,1980 - 1989,05,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.707451612903228,31.66,31.740000000000002
5800107,1980,1980 - 1989,06,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.7147,31.650000000000002,31.8005
5800107,1980,1980 - 1989,07,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.70874193548387,31.67,31.75
5800107,1980,1980 - 1989,08,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.698,31.5045,31.79
5800107,1980,1980 - 1989,09,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.665166666666668,31.47,31.78
5800107,1980,1980 - 1989,10,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.674,31.554499999999997,31.75
5800107,1980,1980 - 1989,11,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.7152,31.650000000000002,31.76
5800107,1980,1980 - 1989,12,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.74716129032258,31.6845,31.830000000000002
5800107,1990,1990 - 1999,01,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.7441935483871,31.69,31.7855
5800107,1990,1990 - 1999,02,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.735460992907804,31.7,31.78
5800107,1990,1990 - 1999,03,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.72158064516129,31.67,31.7755
5800107,1990,1990 - 1999,04,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.721333333333334,31.669500000000003,31.77
5800107,1990,1990 - 1999,05,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.714741935483872,31.62,31.78
5800107,1990,1990 - 1999,06,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.717200000000002,31.64,31.79
5800107,1990,1990 - 1999,07,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.723709677419354,31.6445,31.79
5800107,1990,1990 - 1999,08,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.73583870967742,31.650000000000002,31.79
5800107,1990,1990 - 1999,09,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.7228,31.6,31.8
5800107,1990,1990 - 1999,10,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.727483870967742,31.68,31.8
5800107,1990,1990 - 1999,11,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.749766666666666,31.7,31.8
5800107,1990,1990 - 1999,12,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.742064516129034,31.69,31.79
5800107,2000,2000 - 2009,01,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.629451612903225,31.57,31.735500000000002
5800107,2000,2000 - 2009,02,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.603321554770318,31.52,31.72
5800107,2000,2000 - 2009,03,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.58906451612903,31.490000000000002,31.69
5800107,2000,2000 - 2009,04,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.5794,31.51,31.66
5800107,2000,2000 - 2009,05,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.565354838709677,31.4445,31.66
5800107,2000,2000 - 2009,06,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.569766666666666,31.490000000000002,31.66
5800107,2000,2000 - 2009,07,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.598354838709678,31.52,31.67
5800107,2000,2000 - 2009,08,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.58861290322581,31.51,31.66
5800107,2000,2000 - 2009,09,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.580933333333334,31.490000000000002,31.66
5800107,2000,2000 - 2009,10,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.589129032258064,31.51,31.68
5800107,2000,2000 - 2009,11,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.596233333333334,31.5195,31.670500000000004
5800107,2000,2000 - 2009,12,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.59648387096774,31.5345,31.66
5800107,2010,2010 - 2019,01,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.639,31.59,31.68
5800107,2010,2010 - 2019,02,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.6404609929078,31.6,31.67
5800107,2010,2010 - 2019,03,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.641806451612904,31.59,31.68
5800107,2010,2010 - 2019,04,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.631466666666668,31.59,31.67
5800107,2010,2010 - 2019,05,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.615451612903225,31.43,31.67
5800107,2010,2010 - 2019,06,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.627200000000002,31.549000000000003,31.670500000000004
5800107,2010,2010 - 2019,07,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.63732258064516,31.56,31.69
5800107,2010,2010 - 2019,08,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.63916129032258,31.57,31.68
5800107,2010,2010 - 2019,09,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.6294,31.53,31.68
5800107,2010,2010 - 2019,10,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.622612903225807,31.53,31.7
5800107,2010,2010 - 2019,11,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.6356,31.57,31.680500000000002
5800107,2010,2010 - 2019,12,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.640064516129033,31.5745,31.7
5800107,2020,2020 - 2029,01,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.65658064516129,31.6,31.71
5800107,2020,2020 - 2029,02,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.630845070422534,31.54,31.7
5800107,2020,2020 - 2029,03,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.642709677419354,31.577000000000005,31.692999999999998
5800107,2020,2020 - 2029,04,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.66023622047244,31.62,31.707
5800107,2020,2020 - 2029,05,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.66241935483871,31.61,31.7
5800107,2020,2020 - 2029,06,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.658,31.6095,31.72
5800107,2020,2020 - 2029,07,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.66225806451613,31.6115,31.7285
5800107,2020,2020 - 2029,08,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.665,31.61,31.72
5800107,2020,2020 - 2029,09,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.666416666666667,31.61,31.71
5800107,2020,2020 - 2029,10,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.670322580645163,31.61,31.7185
5800107,2020,2020 - 2029,11,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.664416666666668,31.54,31.71
5800107,2020,2020 - 2029,12,"Am Wolfsschluchtkanal (Krumme Lanke, id: 5800107, fluss-km: NA)",31.670725806451614,31.59,31.72
5800301,2010,2010 - 2019,01,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.67290322580645,32.38250000000001,32.83749999999999
5800301,2010,2010 - 2019,02,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.722189349112426,32.583999999999996,32.81
5800301,2010,2010 - 2019,03,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.770967741935486,32.6425,32.877500000000005
5800301,2010,2010 - 2019,04,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.746722222222225,32.6595,32.85
5800301,2010,2010 - 2019,05,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.6705376344086,32.51,32.8
5800301,2010,2010 - 2019,06,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.68438888888889,32.5395,32.78
5800301,2010,2010 - 2019,07,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.7244623655914,32.49,33.099999999999994
5800301,2010,2010 - 2019,08,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.66912442396313,32.57,32.762
5800301,2010,2010 - 2019,09,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.65152380952381,32.57,32.69
5800301,2010,2010 - 2019,10,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.67032258064516,32.589999999999996,32.762
5800301,2010,2010 - 2019,11,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.66952380952381,32.57,32.76
5800301,2010,2010 - 2019,12,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.696728110599075,32.589999999999996,32.79
5800301,2020,2020 - 2029,01,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.57948387096774,32.29,32.72
5800301,2020,2020 - 2029,02,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.61049295774648,32.29,32.75
5800301,2020,2020 - 2029,03,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.598,32.247,32.72
5800301,2020,2020 - 2029,04,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.68031496062992,32.62,32.72
5800301,2020,2020 - 2029,05,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.686129032258066,32.64,32.7385
5800301,2020,2020 - 2029,06,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.690916666666666,32.61,32.971
5800301,2020,2020 - 2029,07,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.692016129032254,32.65,32.768499999999996
5800301,2020,2020 - 2029,08,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.693387096774195,32.63,32.82
5800301,2020,2020 - 2029,09,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.675,32.61,32.73
5800301,2020,2020 - 2029,10,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.69185483870967,32.6215,32.7585
5800301,2020,2020 - 2029,11,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.6655,32.54,32.79
5800301,2020,2020 - 2029,12,"Dianasee (Dianasee, id: 5800301, fluss-km: NA)",32.611532258064514,32.339999999999996,32.774
5800302,2010,2010 - 2019,01,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.773951612903225,43.71,43.8185
5800302,2010,2010 - 2019,02,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.76477876106195,43.690000000000005,43.852000000000004
5800302,2010,2010 - 2019,03,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.752177419354844,43.6815,43.81
5800302,2010,2010 - 2019,04,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.722136752136755,43.578,43.800000000000004
5800302,2010,2010 - 2019,05,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.65733870967742,43.50150000000001,43.7885
5800302,2010,2010 - 2019,06,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.656333333333336,43.38,43.822
5800302,2010,2010 - 2019,07,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.693145161290325,43.311499999999995,43.8785
5800302,2010,2010 - 2019,08,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.715725806451616,43.50150000000001,43.8885
5800302,2010,2010 - 2019,09,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.60066666666667,43.1635,43.78
5800302,2010,2010 - 2019,10,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.65877419354839,43.317,43.81
5800302,2010,2010 - 2019,11,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.68873333333333,43.31,43.831
5800302,2010,2010 - 2019,12,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.77025806451613,43.72,43.81
5800302,2020,2020 - 2029,01,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.772774193548386,43.74,43.800000000000004
5800302,2020,2020 - 2029,02,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.778661971830985,43.74,43.82
5800302,2020,2020 - 2029,03,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.734645161290324,43.647,43.793
5800302,2020,2020 - 2029,04,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.708346456692915,43.543,43.787
5800302,2020,2020 - 2029,05,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.67790322580645,43.57,43.78
5800302,2020,2020 - 2029,06,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.63483333333333,43.49,43.7805
5800302,2020,2020 - 2029,07,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.70887096774194,43.5715,43.8185
5800302,2020,2020 - 2029,08,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.693064516129034,43.411500000000004,43.81
5800302,2020,2020 - 2029,09,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.7305,43.6395,43.79
5800302,2020,2020 - 2029,10,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.74766129032258,43.67,43.800000000000004
5800302,2020,2020 - 2029,11,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.718583333333335,43.59,43.800000000000004
5800302,2020,2020 - 2029,12,"Dreipfuhl (Dreipfuhl, id: 5800302, fluss-km: NA)",43.71040322580645,43.57,43.81
5800303,2010,2010 - 2019,01,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.5225,30.073,31.14
5800303,2010,2010 - 2019,02,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.524601769911506,30.21,31.114000000000004
5800303,2010,2010 - 2019,03,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.54193548387097,30.28,30.9785
5800303,2010,2010 - 2019,04,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.513833333333334,30.310000000000002,30.950000000000003
5800303,2010,2010 - 2019,05,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.449032258064516,30.270000000000003,30.82
5800303,2010,2010 - 2019,06,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.44591666666667,30.2795,30.701000000000004
5800303,2010,2010 - 2019,07,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.561048387096776,30.201500000000003,31.481
5800303,2010,2010 - 2019,08,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.55661290322581,30.17,31.3685
5800303,2010,2010 - 2019,09,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.343333333333334,30.014500000000005,31.14
5800303,2010,2010 - 2019,10,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.340967741935486,29.94,31.05
5800303,2010,2010 - 2019,11,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.369400000000002,29.91,31.105500000000003
5800303,2010,2010 - 2019,12,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.428129032258067,29.997,31.07
5800303,2020,2020 - 2029,01,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.25425806451613,29.950000000000003,30.826
5800303,2020,2020 - 2029,02,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.36887323943662,30.040000000000003,30.970000000000002
5800303,2020,2020 - 2029,03,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.39393548387097,30.007,30.913
5800303,2020,2020 - 2029,04,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.267822580645163,29.96,30.580000000000002
5800303,2020,2020 - 2029,05,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.20467741935484,29.87,30.53
5800303,2020,2020 - 2029,06,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.134416666666667,29.810000000000002,30.5
5800303,2020,2020 - 2029,07,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.22258064516129,29.761500000000005,30.44
5800303,2020,2020 - 2029,08,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.144919354838713,29.69,30.457
5800303,2020,2020 - 2029,09,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.10666666666667,29.6795,30.310000000000002
5800303,2020,2020 - 2029,10,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.086209677419355,29.69,30.334000000000003
5800303,2020,2020 - 2029,11,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.09566666666667,29.650000000000002,30.520500000000002
5800303,2020,2020 - 2029,12,"Flughafensee (Flughafensee, id: 5800303, fluss-km: NA)",30.115241935483873,29.6815,30.765500000000003
5800304,2010,2010 - 2019,01,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.082150537634405,31.99,32.147499999999994
5800304,2010,2010 - 2019,02,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.087514792899405,32.05,32.129999999999995
5800304,2010,2010 - 2019,03,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.08005376344086,32.052499999999995,32.1
5800304,2010,2010 - 2019,04,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.08922222222222,32.0695,32.12
5800304,2010,2010 - 2019,05,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.08566820276498,32.059999999999995,32.12
5800304,2010,2010 - 2019,06,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.09457142857143,32.0445,32.15
5800304,2010,2010 - 2019,07,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.11470046082949,32.07,32.302
5800304,2010,2010 - 2019,08,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.07972350230415,31.97,32.12
5800304,2010,2010 - 2019,09,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.073142857142855,32.019999999999996,32.1
5800304,2010,2010 - 2019,10,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.05612903225806,31.959999999999997,32.129999999999995
5800304,2010,2010 - 2019,11,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.05438095238095,31.959999999999997,32.15
5800304,2010,2010 - 2019,12,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.05935483870967,31.99,32.14
5800304,2020,2020 - 2029,01,"Grunewaldsee (Fenngraben, id: 5800304, fluss-km: NA)",32.03251612903226,31.86,32.11
